1			107	32					0					0					0	53320
1			109	20					0					0					0	100644
1			106	28					0					0					0	137745
1			108	32					0					0					0	354281
1			105	30					0					0					1	501089
1			110	26					0					0					1	495898
1			102	30					0					0					1	453562
1			104	32					0					0					1	427144
1			103	20					0					0					1	390383
1			101	27					0					0					1	369135
2			113	28					0					0					0	5757
2			112	34					0					0					0	11143
2			114	23					0					0					0	169349
2			115	23					0					0					0	227430
2			121	32					0					0					0	333161
2			119	29					0					0					1	527518
2			117	25					0					0					1	511742
2			122	28					0					0					1	464182
2			118	29					0					0					1	411351
2			111	28					0					0					1	221276
2			120	25					0					0					1	147434
2			116	32					0					0					1	99778
3			131	32					0					0					0	58609
3			133	19					0					0					0	100623
3			136	27					0					0					0	116600
3			132	25					0					0					0	127127
3			126	34					0					0					0	190655
3			130	32					0					0					0	195888
3			140	27					0					0					0	248593
3			123	20					0					0					0	253777
3			128	34					0					0					0	407127
3			127	30					0					0					1	485249
3			138	28					0					0					1	421942
3			139	26					0					0					1	363898
3			124	28					0					0					1	348003
3			129	32					0					0					1	326832
3			125	27					0					0					1	300502
3			134	32					0					0					1	284599
3			137	26					0					0					1	179098
3			135	30					0					0					1	168463
4			148	20					0					0					0	21453
4			150	25					0					0					0	132407
4			146	25					0					0					0	153537
4			147	20					0					0					0	227381
4			153	27					0					0					0	280286
4			154	28					0					0					1	516976
4			144	20					0					0					1	495986
4			151	27					0					0					1	406114
4			143	34					0					0					1	400697
4			145	25					0					0					1	374462
4			149	20					0					0					1	316472
4			141	34					0					0					1	289818
4			152	26					0					0					1	268852
5			157	25					0					0					0	5701
5			155	18					0					0					0	21405
5			165	28					0					0					0	26858
5			164	32					0					0					0	232841
5			163	20					0					0					0	253767
5			156	25					0					0					1	517040
5			142	23					0					0					1	422015
5			158	30					0					0					1	342682
5			161	29					0					0					1	252951
5			159	22					0					0					1	147466
6			171	20					0					0					0	16168
6			170	23					0					0					0	132380
6			175	34					0					0					0	143118
6			167	25					0					0					0	153538
6			174	34					0					0					0	164240
6			168	26					0					0					0	185234
6			166	32					0					0					0	370143
6			172	25					0					0					1	480074
6			173	25					0					0					1	474799
6			169	32					0					0					1	437704
6			162	21					0					0					1	422064
6			176	34					0					0					1	152568
7			160	16					0					0					0	21376
7			187	32					0					0					0	111408
7			184	30					0					0					0	190584
7			191	28					0					0					0	201091
7			180	21					0					0					0	227404
7			189	28					0					0					0	238058
7			183	27					0					0					0	269732
7			179	29					0					0					0	359542
7			188	22					0					0					1	495953
7			178	32					0					0					1	485208
7			185	29					0					0					1	427199
7			182	19					0					0					1	422104
7			181	25					0					0					1	289983
7			177	23					0					0					1	274164
7			190	23					0					0					1	142185
8			196	29					0					0					0	58574
8			192	32					0					0					0	85030
8			186	21					0					0					0	132347
8			195	25					0					0					0	169396
8			194	27					0					0					0	185266
8			193	21					0					0					0	227378
8			198	29					0					0					0	312009
8			197	32					0					0					1	490505
8			201	29					0					0					1	416638
8			200	28					0					0					1	369129
8			199	29					0					0					1	347985
9			202	23					0					0					0	26787
9			3	23					0					0					0	45345
9			205	30					0					0					0	206417
9			209	26					0					0					0	222176
9			210	24					0					0					0	269666
9			207	34					0					0					0	301519
9			204	30					0					0					1	453574
9			211	27					0					0					1	411409
9			208	23					0					0					1	395625
9			206	23					0					0					1	379786
9			203	29					0					0					1	295185
10			221	25					0					0					0	37361
10			220	29					0					0					0	111361
10			213	26					0					0					0	190525
10			215	26					0					0					0	216920
10			214	28					0					0					0	243357
10			222	29					0					0					0	311996
10			219	23					0					0					0	317180
10			223	34					0					0					0	385999
10			216	23					0					0					1	511774
10			224	27					0					0					1	443086
10			218	23					0					0					1	358655
11			227	30					0					0					0	42765
11			226	23					0					0					0	53195
11			232	28					0					0					0	58549
11			236	28					0					0					0	95498
11			234	26					0					0					0	148268
11			235	29					0					0					0	243352
11			217	22					0					0					0	269636
11			212	32					0					0					0	301510
11			228	34					0					0					0	349063
11			230	26					0					0					0	364760
11			225	20					0					0					1	432618
11			233	23					0					0					1	358673
11			231	34					0					0					1	326774
11			237	20					0					0					1	316478
11			229	26					0					0					1	289962
12			254	27					0					0					0	10999
12			238	23					0					0					0	16233
12			249	27					0					0					0	32126
12			240	23					0					0					0	53169
12			241	34					0					0					0	195946
12			243	28					0					0					0	238082
12			250	20					0					0					0	243202
12			248	23					0					0					0	385816
12			253	34					0					0					1	527438
12			257	30					0					0					1	490544
12			247	34					0					0					1	458793
12			244	30					0					0					1	400770
12			246	23					0					0					1	395624
12			252	32					0					0					1	321552
12			258	32					0					0					1	252925
12			239	25					0					0					1	237176
13			242	28					0					0					0	95515
13			259	26					0					0					0	100770
13			265	23					0					0					0	142945
13			260	26					0					0					0	148280
13			263	20					0					0					0	164013
13			262	26					0					0					0	322520
13			264	24					0					0					1	527605
13			261	25					0					0					1	495892
13			269	27					0					0					1	448366
13			251	23					0					0					1	400907
13			245	21					0					0					1	358690
13			266	29					0					0					1	337438
13			268	30					0					0					1	332136
